WorldX,WorldZ,AnalyticGrad,FDGrad,AnalyticHess,FDHess
-0.184343,-0.204545,-0.422553,-0.423193,-1.20163,-1.22935
-0.179293,-0.204545,-0.448427,-0.449311,-1.53862,-1.6652
-0.174242,-0.204545,-0.467819,-0.46888,-1.83788,-1.95205
-0.169192,-0.204545,-0.48411,-0.485055,-2.01772,-1.90735
-0.164141,-0.204545,-0.519177,-0.520527,-2.81209,-2.63751
-0.159091,-0.204545,-0.538025,-0.539623,-2.94227,-3.1516
-0.15404,-0.204545,-0.556033,-0.557609,-3.08168,-2.97278
-0.14899,-0.204545,-0.576047,-0.578068,-3.83426,-3.98606
-0.143939,-0.204545,-0.621545,-0.623703,-4.0436,-4.24683
-0.138889,-0.204545,-0.646746,-0.649102,-4.49462,-4.59701
-0.133838,-0.204545,-0.63256,-0.635095,-4.25927,-4.92483
-0.128788,-0.204545,-0.728042,-0.730649,-4.82738,-5.23776
-0.123737,-0.204545,-0.717585,-0.720031,-4.93102,-4.81307
-0.118687,-0.204545,-0.748454,-0.751138,-4.93375,-5.33462
-0.113636,-0.204545,-0.739726,-0.742212,-4.94259,-5.0813
-0.108586,-0.204545,-0.81242,-0.814974,-4.98366,-5.19305
-0.103535,-0.204545,-0.846041,-0.848375,-4.3254,-4.70132
-0.0984849,-0.204545,-0.832474,-0.835046,-4.6244,-5.01424
-0.0934343,-0.204545,-0.872449,-0.874527,-3.73087,-4.14252
-0.0883838,-0.204545,-0.861173,-0.863045,-3.62642,-3.75509
-0.0833333,-0.204545,-0.888191,-0.88986,-3.26418,-3.30061
-0.0782828,-0.204545,-0.960261,-0.962153,-3.54467,-3.74019
-0.0732323,-0.204545,-1.04801,-1.04985,-3.37035,-3.62098
-0.0681818,-0.204545,-1.06367,-1.06541,-3.1651,-3.42727
-0.0631313,-0.204545,-1.05647,-1.05822,-3.25055,-3.47942
-0.0580808,-0.204545,-1.04189,-1.04326,-2.61112,-2.76417
-0.0530303,-0.204545,-1.09589,-1.09688,-1.82572,-1.9297
-0.0479798,-0.204545,-1.1109,-1.1117,-1.57878,-1.6354
-0.0429293,-0.204545,-1.17998,-1.18054,-1.06655,-1.08406
-0.0378788,-0.204545,-1.14845,-1.14857,-0.140706,-0.217929
-0.0328283,-0.204545,-1.19251,-1.19261,-0.0822353,-0.178814
-0.0277778,-0.204545,-1.19535,-1.19518,0.379669,0.363216
-0.0227273,-0.204545,-1.16205,-1.16165,0.745185,0.813976
-0.0176768,-0.204545,-1.15023,-1.14957,1.27261,1.32155
-0.0126263,-0.204545,-1.26411,-1.26291,2.35442,2.43448
-0.00757576,-0.204545,-1.19878,-1.19737,2.71317,2.85543
-0.00252525,-0.204545,-1.20248,-1.20085,3.14775,3.27453
0.00252525,-0.204545,-1.23968,-1.23758,3.86045,4.17419
0.00757576,-0.204545,-1.19541,-1.19323,4.35651,4.54113
0.0126263,-0.204545,-1.22003,-1.2176,4.60527,4.8764
0.0176768,-0.204545,-1.22991,-1.2273,4.77951,5.12227
0.0227273,-0.204545,-1.12188,-1.11917,5.06986,5.36069
0.0277778,-0.204545,-1.16399,-1.16084,6.09311,6.32927
0.0328283,-0.204545,-1.16483,-1.16168,6.06183,6.30692
0.0378788,-0.204545,-1.15491,-1.1516,6.38129,6.62729
0.0429293,-0.204545,-1.08039,-1.07686,6.68858,6.95884
0.0479798,-0.204545,-1.06857,-1.06478,7.15862,7.69645
0.0530303,-0.204545,-1.11181,-1.10767,7.63869,8.2925
0.0580808,-0.204545,-1.06509,-1.06083,8.20304,8.70228
0.0631313,-0.204545,-1.08721,-1.08279,8.41608,8.80659
0.0681818,-0.204545,-1.01073,-1.00627,8.42982,9.10461
0.0732323,-0.204545,-1.00922,-1.00448,9.01483,9.71556
0.0782828,-0.204545,-0.924555,-0.919782,8.95839,9.50694
0.0833333,-0.204545,-0.897043,-0.89208,9.35867,9.87202
0.0883838,-0.204545,-0.902374,-0.897244,9.87147,10.1626
0.0934343,-0.204545,-0.86916,-0.863887,9.79802,10.5277
0.0984849,-0.204545,-0.828785,-0.82349,10.1029,10.8257
0.103535,-0.204545,-0.754897,-0.749141,10.4947,11.3696
0.108586,-0.204545,-0.725885,-0.720143,10.8962,11.3398
0.113636,-0.204545,-0.682433,-0.676468,11.929,12.2488
0.118687,-0.204545,-0.688333,-0.681743,12.2907,13.1428
0.123737,-0.204545,-0.643218,-0.637054,12.2427,12.4574
0.128788,-0.204545,-0.608148,-0.601783,12.0347,12.9193
0.133838,-0.204545,-0.502193,-0.496224,11.7193,12.0848
0.138889,-0.204545,-0.459162,-0.452772,11.7804,12.7554
0.143939,-0.204545,-0.470333,-0.464156,11.9624,12.2339
0.14899,-0.204545,-0.425949,-0.419527,12.1472,12.7107
0.15404,-0.204545,-0.351922,-0.345454,11.9692,12.517
0.159091,-0.204545,-0.293382,-0.287086,11.902,12.5617
0.164141,-0.204545,-0.286131,-0.27968,12.0748,13.0981
0.169192,-0.204545,-0.285568,-0.279278,12.1856,12.7703
0.174242,-0.204545,-0.261149,-0.254348,12.3309,13.4706
0.179293,-0.204545,-0.198539,-0.192374,11.7502,12.368
0.184343,-0.204545,-0.164949,-0.158668,11.3237,12.4425
0.189394,-0.204545,-0.171011,-0.16503,11.5884,12.055
0.194444,-0.204545,-0.158522,-0.152498,11.6242,12.2935
0.199495,-0.204545,-0.135615,-0.129759,11.1661,11.6527
0.204545,-0.204545,-0.07952,-0.0738502,10.6915,11.4888
0.209596,-0.204545,-0.0447847,-0.0394583,10.3302,10.55
0.214646,-0.204545,-0.0250828,-0.019893,9.80179,10.2073
0.219697,-0.204545,-0.038892,-0.0341684,9.40486,9.59635
0.224747,-0.204545,0.0106027,0.0147074,8.454,8.41916
0.229798,-0.204545,0.00546265,0.00937283,7.42053,8.12113
0.234848,-0.204545,0.0118329,0.0147969,5.86223,6.03497
0.239899,-0.204545,0.0134831,0.01508,3.9679,3.39001
0.244949,-0.204545,0.0190888,0.0198707,2.26186,1.67638
0.25,-0.204545,-0.00500396,-0.00553578,-0.372165,-0.946224
-0.25,-0.199495,-0.504796,-0.497609,11.6614,14.2828
-0.244949,-0.199495,-0.455581,-0.450209,8.66926,10.7214
-0.239899,-0.199495,-0.429513,-0.425674,6.07719,7.60704
-0.234848,-0.199495,-0.383578,-0.380754,4.90027,5.95301
-0.229798,-0.199495,-0.419939,-0.417251,4.22835,5.47618
-0.224747,-0.199495,-0.355481,-0.353396,3.36098,4.1537
-0.219697,-0.199495,-0.357529,-0.355862,2.39527,3.24845
-0.214646,-0.199495,-0.32836,-0.326965,2.11811,2.902
-0.209596,-0.199495,-0.337619,-0.336833,1.11364,1.64658
-0.204545,-0.199495,-0.337746,-0.337332,0.704594,0.961125
-0.199495,-0.199495,-0.371253,-0.371329,-0.325875,-0.119209
-0.194444,-0.199495,-0.362455,-0.362717,-0.589827,-0.491738
-0.189394,-0.199495,-0.39734,-0.397786,-0.861157,-0.886619
-0.184343,-0.199495,-0.426944,-0.427574,-1.28956,-1.06543
-0.179293,-0.199495,-0.449727,-0.450693,-1.72306,-1.89245
-0.174242,-0.199495,-0.484018,-0.485286,-2.42052,-2.60025
-0.169192,-0.199495,-0.49373,-0.495158,-2.76703,-2.67476
-0.164141,-0.199495,-0.551467,-0.553392,-3.69908,-3.88175
-0.159091,-0.199495,-0.577017,-0.57891,-3.70317,-3.76254
-0.15404,-0.199495,-0.592849,-0.594981,-3.91,-4.17978
-0.14899,-0.199495,-0.608716,-0.611097,-4.67121,-4.77582
-0.143939,-0.199495,-0.65315,-0.655621,-4.93398,-5.21541
-0.138889,-0.199495,-0.676029,-0.679053,-5.41753,-5.87851
-0.133838,-0.199495,-0.663506,-0.666432,-5.18448,-6.02752
-0.128788,-0.199495,-0.787765,-0.790857,-5.88616,-6.00517
-0.123737,-0.199495,-0.777042,-0.780433,-5.95825,-6.86198
-0.118687,-0.199495,-0.807424,-0.810787,-5.93776,-6.60866
-0.113636,-0.199495,-0.797834,-0.801139,-5.97097,-6.44475
-0.108586,-0.199495,-0.868556,-0.87171,-6.11638,-6.3777
-0.103535,-0.199495,-0.90054,-0.903554,-5.46974,-6.12438
-0.0984849,-0.199495,-0.919791,-0.922695,-5.77228,-5.93066
-0.0934343,-0.199495,-0.960188,-0.962794,-4.90509,-5.29736
-0.0883838,-0.199495,-0.941744,-0.944205,-4.60306,-5.02914
-0.0833333,-0.199495,-0.999261,-1.00148,-4.28546,-4.47035
-0.0782828,-0.199495,-1.07161,-1.07397,-4.57011,-4.76837
-0.0732323,-0.199495,-1.1569,-1.1593,-4.42802,-4.88013
-0.0681818,-0.199495,-1.17324,-1.17552,-4.20841,-4.4927
-0.0631313,-0.199495,-1.16694,-1.1693,-4.29056,-4.73112
-0.0580808,-0.199495,-1.15499,-1.15699,-3.63085,-4.04939
-0.0530303,-0.199495,-1.20817,-1.20972,-2.85994,-3.14414
-0.0479798,-0.199495,-1.22154,-1.2228,-2.59419,-2.52202
-0.0429293,-0.199495,-1.29025,-1.29136,-2.10175,-2.25753
-0.0378788,-0.199495,-1.25621,-1.25684,-1.2101,-1.27405
-0.0328283,-0.199495,-1.30061,-1.30122,-1.13322,-1.24238
-0.0277778,-0.199495,-1.30405,-1.30443,-0.699067,-0.765547
-0.0227273,-0.199495,-1.25234,-1.25239,-0.120268,-0.115484
-0.0176768,-0.199495,-1.24023,-1.24004,0.411413,0.368804
-0.0126263,-0.199495,-1.33326,-1.33237,1.71059,1.7765
-0.00757576,-0.199495,-1.26779,-1.26672,2.08497,2.14763
-0.00252525,-0.199495,-1.27244,-1.27111,2.50275,2.66172
0.00252525,-0.199495,-1.3099,-1.30818,3.17139,3.44776
0.00757576,-0.199495,-1.28949,-1.28743,3.8878,4.07174
0.0126263,-0.199495,-1.31049,-1.30834,4.1444,4.34369
0.0176768,-0.199495,-1.31875,-1.31643,4.31984,4.59328
0.0227273,-0.199495,-1.18422,-1.18165,4.8128,5.11855
0.0277778,-0.199495,-1.22588,-1.22283,5.80116,6.07967
0.0328283,-0.199495,-1.2282,-1.22519,5.76238,5.94556
0.0378788,-0.199495,-1.21792,-1.21468,6.07454,6.39632
0.0429293,-0.199495,-1.14361,-1.14043,6.35935,6.51926
0.0479798,-0.199495,-1.13369,-1.13,6.78642,7.35372
0.0530303,-0.199495,-1.14821,-1.14444,7.34205,7.56979
0.0580808,-0.199495,-1.10006,-1.0959,7.88559,8.22544
0.0631313,-0.199495,-1.09273,-1.08842,8.15389,8.50111
0.0681818,-0.199495,-1.01477,-1.01026,8.17504,9.0003
0.0732323,-0.199495,-1.01538,-1.01079,8.74654,9.32067
0.0782828,-0.199495,-0.931916,-0.927277,8.69773,9.32813
0.0833333,-0.199495,-0.906541,-0.901759,9.05301,9.49949
0.0883838,-0.199495,-0.911839,-0.90678,9.59698,10.0434
0.0934343,-0.199495,-0.878295,-0.873335,9.52676,9.93162
0.0984849,-0.199495,-0.835299,-0.830121,9.85888,10.4681
0.103535,-0.199495,-0.753813,-0.748247,10.419,11.161
0.108586,-0.199495,-0.724655,-0.718981,10.8304,11.3696
0.113636,-0.199495,-0.673105,-0.667006,11.5141,12.3382
0.118687,-0.199495,-0.680063,-0.673547,11.8861,12.8299
0.123737,-0.199495,-0.638761,-0.63251,11.7599,12.3531
0.128788,-0.199495,-0.608832,-0.602975,11.4473,11.9209
0.133838,-0.199495,-0.503139,-0.497311,11.0972,11.9358
0.138889,-0.199495,-0.453373,-0.447437,11.3226,11.9507
0.143939,-0.199495,-0.463532,-0.457883,11.5233,11.459
0.14899,-0.199495,-0.421108,-0.415117,11.655,12.0699
0.15404,-0.199495,-0.342721,-0.336722,11.5934,11.8464
0.159091,-0.199495,-0.259438,-0.253484,11.2936,11.9954
0.164141,-0.199495,-0.258355,-0.252381,11.3297,11.7421
0.169192,-0.199495,-0.256115,-0.249729,11.458,12.7107
0.174242,-0.199495,-0.228303,-0.222057,11.6307,12.368
0.179293,-0.199495,-0.171304,-0.165418,10.9501,11.8911
0.184343,-0.199495,-0.138021,-0.132352,10.549,10.9673
0.189394,-0.199495,-0.14453,-0.138685,10.692,11.5335
0.194444,-0.199495,-0.14439,-0.138834,10.5793,10.55
0.199495,-0.199495,-0.113946,-0.10851,10.2566,10.9524
0.204545,-0.199495,-0.0614633,-0.0565797,9.55781,9.70065
0.209596,-0.199495,-0.0392347,-0.0347495,9.11656,9.14931
0.214646,-0.199495,-0.0224349,-0.0180602,8.57346,8.85129
0.219697,-0.199495,-0.0366259,-0.0326037,8.17069,8.06153
0.224747,-0.199495,0.0125978,0.0161231,7.0961,6.91414
0.229798,-0.199495,0.00423688,0.00722706,6.07569,6.15418
0.234848,-0.199495,0.00570908,0.00797957,4.80185,4.78327
0.239899,-0.199495,0.00650913,0.00785291,2.86474,2.83867
0.244949,-0.199495,0.0102917,0.0106469,1.28592,0.908971
0.25,-0.199495,-0.0124519,-0.0131875,-0.932246,-1.3113
-0.25,-0.194444,-0.499921,-0.492498,11.8534,14.6478
-0.244949,-0.194444,-0.451018,-0.445336,8.92111,11.2355
-0.239899,-0.194444,-0.424448,-0.420429,6.37478,7.94232
-0.234848,-0.194444,-0.372959,-0.369646,5.17008,6.62357
-0.229798,-0.194444,-0.419003,-0.416219,4.55618,5.57303
-0.224747,-0.194444,-0.350053,-0.347812,3.71639,4.56348
-0.219697,-0.194444,-0.344987,-0.343218,2.73812,3.52785
-0.214646,-0.194444,-0.319146,-0.3176,2.46856,3.17395
-0.209596,-0.194444,-0.325937,-0.325002,1.46645,1.87755
-0.204545,-0.194444,-0.332998,-0.332329,1.15532,1.45659
-0.199495,-0.194444,-0.355617,-0.35565,-0.0387033,0.0186264
-0.194444,-0.194444,-0.344842,-0.345137,-0.355076,-0.417232
-0.189394,-0.194444,-0.37455,-0.374965,-0.807073,-0.823289
-0.184343,-0.194444,-0.408347,-0.408936,-1.08627,-1.09151
-0.179293,-0.194444,-0.433562,-0.434253,-1.40245,-1.35973
-0.174242,-0.194444,-0.469914,-0.471026,-2.05998,-2.04891
-0.169192,-0.194444,-0.475177,-0.476502,-2.55034,-2.75671
-0.164141,-0.194444,-0.529621,-0.531696,-3.57637,-3.98606
-0.159091,-0.194444,-0.552311,-0.554144,-3.63508,-3.71784
-0.15404,-0.194444,-0.574082,-0.576094,-3.74311,-3.73274
-0.14899,-0.194444,-0.588992,-0.591472,-4.40961,-5.03659
-0.143939,-0.194444,-0.632084,-0.634551,-4.73095,-5.02169
-0.138889,-0.194444,-0.652331,-0.6551,-5.22838,-5.53578
-0.133838,-0.194444,-0.638447,-0.641331,-5.07998,-5.69969
-0.128788,-0.194444,-0.761904,-0.765286,-5.82819,-6.78748
-0.123737,-0.194444,-0.751743,-0.755042,-5.87563,-6.4075
-0.118687,-0.194444,-0.782458,-0.785716,-5.83542,-6.4671
-0.113636,-0.194444,-0.774575,-0.777692,-5.85262,-6.06477
-0.108586,-0.194444,-0.844602,-0.847876,-5.97781,-6.4671
-0.103535,-0.194444,-0.887307,-0.890404,-5.65376,-6.05732
-0.0984849,-0.194444,-0.904083,-0.907525,-5.99264,-6.72042
-0.0934343,-0.194444,-0.944689,-0.947535,-5.15231,-5.61029
-0.0883838,-0.194444,-0.92785,-0.930488,-4.79784,-5.126
-0.0833333,-0.194444,-0.98402,-0.986434,-4.53248,-4.81307
-0.0782828,-0.194444,-1.05737,-1.05994,-4.79242,-5.02169
-0.0732323,-0.194444,-1.14083,-1.14319,-4.67126,-4.80562
-0.0681818,-0.194444,-1.1548,-1.15724,-4.45961,-4.84288
-0.0631313,-0.194444,-1.15046,-1.15303,-4.53033,-5.04404
-0.0580808,-0.194444,-1.13599,-1.138,-3.89986,-4.10154
-0.0530303,-0.194444,-1.14481,-1.14645,-3.17944,-3.27825
-0.0479798,-0.194444,-1.15955,-1.16105,-2.92488,-3.13669
-0.0429293,-0.194444,-1.22866,-1.22993,-2.41441,-2.49594
-0.0378788,-0.194444,-1.1956,-1.1964,-1.51823,-1.63354
-0.0328283,-0.194444,-1.23977,-1.24053,-1.45065,-1.51806
-0.0277778,-0.194444,-1.24175,-1.24226,-1.02288,-1.03749
-0.0227273,-0.194444,-1.21705,-1.21726,-0.355301,-0.41537
-0.0176768,-0.194444,-1.20488,-1.20482,0.180422,0.122935
-0.0126263,-0.194444,-1.29882,-1.29804,1.45444,1.53063
-0.00757576,-0.194444,-1.23161,-1.23067,1.85419,1.88872
-0.00252525,-0.194444,-1.23583,-1.23467,2.29586,2.34321
0.00252525,-0.194444,-1.27153,-1.26992,2.96886,3.1963
0.00757576,-0.194444,-1.25208,-1.2502,3.6713,3.79235
0.0126263,-0.194444,-1.27378,-1.2717,3.94338,4.1388
0.0176768,-0.194444,-1.28207,-1.28001,4.08886,4.12762
0.0227273,-0.194444,-1.14722,-1.14485,4.57774,4.69014
0.0277778,-0.194444,-1.15665,-1.15396,5.25475,5.44265
0.0328283,-0.194444,-1.15899,-1.15623,5.19913,5.59166
0.0378788,-0.194444,-1.1493,-1.14638,5.51806,5.73695
0.0429293,-0.194444,-1.07522,-1.07215,5.82205,6.10203
0.0479798,-0.194444,-1.06646,-1.06324,6.21133,6.46338
0.0530303,-0.194444,-1.07992,-1.07626,6.80795,7.37607
0.0580808,-0.194444,-1.03294,-1.02915,7.30964,7.63684
0.0631313,-0.194444,-1.02484,-1.0207,7.57035,8.06153
0.0681818,-0.194444,-0.948508,-0.944309,7.56821,8.35955
0.0732323,-0.194444,-0.950069,-0.945941,8.12273,8.21799
0.0782828,-0.194444,-0.86611,-0.861786,8.07048,8.59052
0.0833333,-0.194444,-0.839591,-0.835225,8.43044,8.92579
0.0883838,-0.194444,-0.843058,-0.838369,9.03461,9.48459
0.0934343,-0.194444,-0.800883,-0.795953,9.11139,9.79006
0.0984849,-0.194444,-0.805523,-0.800386,9.48572,10.2371
0.103535,-0.194444,-0.726333,-0.721082,10.0282,10.5128
0.108586,-0.194444,-0.699045,-0.6935,10.4271,10.8629
0.113636,-0.194444,-0.650317,-0.644728,11.0485,11.2802
0.118687,-0.194444,-0.662182,-0.656441,11.315,11.7719
0.123737,-0.194444,-0.593622,-0.587419,11.0301,12.517
0.128788,-0.194444,-0.559375,-0.553772,10.8441,11.459
0.133838,-0.194444,-0.452436,-0.446677,10.5162,11.3994
0.138889,-0.194444,-0.403574,-0.397965,10.7322,11.4739
0.143939,-0.194444,-0.409309,-0.403658,11.0255,11.6378
0.14899,-0.194444,-0.372001,-0.365794,11.0778,12.1295
0.15404,-0.194444,-0.302119,-0.296235,10.8356,11.8017
0.159091,-0.194444,-0.217711,-0.212029,10.5456,11.3249
0.164141,-0.194444,-0.217798,-0.212476,10.5324,10.6245
0.169192,-0.194444,-0.212186,-0.206158,10.7305,11.8464
0.174242,-0.194444,-0.192195,-0.186756,10.738,11.0567
0.179293,-0.194444,-0.166187,-0.160754,10.3759,10.8629
0.184343,-0.194444,-0.129872,-0.124604,9.99749,10.6096
0.189394,-0.194444,-0.139596,-0.134051,10.0953,11.1461
0.194444,-0.194444,-0.134368,-0.12894,10.0712,10.699
0.199495,-0.194444,-0.10482,-0.100136,9.61055,9.83477
0.204545,-0.194444,-0.0640288,-0.0593513,8.87636,9.49204
0.209596,-0.194444,-0.0465249,-0.0421852,8.37488,8.88109
0.214646,-0.194444,-0.0286081,-0.0246763,7.86004,8.07643
0.219697,-0.194444,-0.0442782,-0.0406653,7.4019,7.55489
0.224747,-0.194444,0.00602738,0.0089705,6.22782,5.96046
0.229798,-0.194444,-0.00560331,-0.00269711,5.32703,5.88596
0.234848,-0.194444,-0.00731817,-0.00564009,4.16823,3.64333
0.239899,-0.194444,-0.00683843,-0.00564754,2.42231,2.46614
0.244949,-0.194444,-0.00376248,-0.00365078,0.971737,0.335276
0.25,-0.194444,-0.0245802,-0.0252873,-0.901592,-1.13249
-0.25,-0.189394,-0.490439,-0.483118,11.9034,14.5063
-0.244949,-0.189394,-0.439968,-0.434421,9.03004,11.1163
-0.239899,-0.189394,-0.415139,-0.411257,6.43663,7.79331
-0.234848,-0.189394,-0.360772,-0.357464,5.16099,6.69062
-0.229798,-0.189394,-0.405616,-0.402756,4.55611,5.66989
-0.224747,-0.189394,-0.34389,-0.341579,3.64683,4.64171
-0.219697,-0.189394,-0.33692,-0.33531,2.67349,3.30061
-0.214646,-0.189394,-0.30649,-0.305057,2.36725,2.89083
-0.209596,-0.189394,-0.316959,-0.316072,1.39065,1.74344
-0.204545,-0.189394,-0.321719,-0.321001,1.09634,1.51247
-0.199495,-0.189394,-0.363166,-0.363149,-0.194891,0.089407
-0.194444,-0.189394,-0.342598,-0.343047,-0.705623,-0.707805
-0.189394,-0.189394,-0.368111,-0.368655,-1.15943,-1.02818
-0.184343,-0.189394,-0.399255,-0.400029,-1.58502,-1.60933
-0.179293,-0.189394,-0.428664,-0.429533,-1.77492,-1.65403
-0.174242,-0.189394,-0.464437,-0.465691,-2.37786,-2.45869
-0.169192,-0.189394,-0.484146,-0.485539,-2.6868,-2.74181
-0.164141,-0.189394,-0.536677,-0.53867,-3.7731,-3.8296
-0.159091,-0.189394,-0.554824,-0.556983,-3.98589,-4.09782
-0.15404,-0.189394,-0.574006,-0.576273,-4.15507,-4.73112
-0.14899,-0.189394,-0.589275,-0.591867,-4.768,-5.126
-0.143939,-0.189394,-0.635972,-0.638641,-5.02941,-5.40167
-0.138889,-0.189394,-0.655791,-0.658542,-5.49943,-5.66244
-0.133838,-0.189394,-0.638591,-0.641607,-5.40865,-5.88596
-0.128788,-0.189394,-0.761305,-0.764549,-6.18948,-6.50436
-0.123737,-0.189394,-0.74989,-0.753254,-6.26079,-6.63102
-0.118687,-0.189394,-0.781103,-0.784412,-6.24233,-6.66827
-0.113636,-0.189394,-0.774245,-0.777483,-6.25268,-6.35534
-0.108586,-0.189394,-0.872136,-0.87554,-6.49626,-6.84708
-0.103535,-0.189394,-0.915756,-0.919029,-6.15718,-6.65337
-0.0984849,-0.189394,-0.93301,-0.936486,-6.44152,-7.04825
-0.0934343,-0.189394,-0.971424,-0.974514,-5.62541,-6.13928
-0.0883838,-0.189394,-0.952807,-0.95585,-5.30873,-6.03497
-0.0833333,-0.189394,-1.00857,-1.01127,-5.05726,-5.34952
-0.0782828,-0.189394,-1.08129,-1.08407,-5.30283,-5.50598
-0.0732323,-0.189394,-1.16577,-1.16853,-5.17938,-5.48363
-0.0681818,-0.189394,-1.18048,-1.18317,-4.95854,-5.28246
-0.0631313,-0.189394,-1.17536,-1.17809,-5.06656,-5.45382
-0.0580808,-0.189394,-1.16158,-1.16381,-4.41849,-4.45545
-0.0530303,-0.189394,-1.15756,-1.15955,-3.51803,-4.00469
-0.0479798,-0.189394,-1.17144,-1.17315,-3.24114,-3.43472
-0.0429293,-0.189394,-1.24178,-1.24323,-2.74204,-2.95788
-0.0378788,-0.189394,-1.20938,-1.21042,-1.84662,-1.9595
-0.0328283,-0.189394,-1.254,-1.255,-1.79049,-1.9446
-0.0277778,-0.189394,-1.31031,-1.3109,-1.10007,-1.13808
-0.0227273,-0.189394,-1.28413,-1.28439,-0.41227,-0.539236
-0.0176768,-0.189394,-1.26929,-1.26925,0.128102,0.0800937
-0.0126263,-0.189394,-1.36343,-1.36271,1.38513,1.43703
-0.00757576,-0.189394,-1.29655,-1.29563,1.75716,1.82446
-0.00252525,-0.189394,-1.29943,-1.29829,2.21021,2.26498
0.00252525,-0.189394,-1.33535,-1.33383,2.84894,3.0119
0.00757576,-0.189394,-1.31664,-1.31479,3.57503,3.74019
0.0126263,-0.189394,-1.34102,-1.33906,3.80304,3.94881
0.0176768,-0.189394,-1.34932,-1.3473,3.93196,4.05312
0.0227273,-0.189394,-1.21452,-1.2122,4.43791,4.63054
0.0277778,-0.189394,-1.22303,-1.22032,5.11809,5.33089
0.0328283,-0.189394,-1.2269,-1.2242,5.05505,5.31226
0.0378788,-0.189394,-1.21656,-1.21368,5.40437,5.7593
0.0429293,-0.189394,-1.11507,-1.11205,5.75555,6.02379
0.0479798,-0.189394,-1.10513,-1.10187,6.15653,6.50808
0.0530303,-0.189394,-1.12069,-1.1173,6.72387,6.75023
0.0580808,-0.189394,-1.07408,-1.07025,7.1966,7.63684
0.0631313,-0.189394,-1.06635,-1.06237,7.49488,7.93487
0.0681818,-0.189394,-0.99023,-0.986233,7.48442,7.84546
0.0732323,-0.189394,-0.989503,-0.985078,8.07145,8.83639
0.0782828,-0.189394,-0.901908,-0.897586,8.07371,8.71718
0.0833333,-0.189394,-0.869888,-0.865482,8.49813,8.9407
0.0883838,-0.189394,-0.874796,-0.869922,9.08637,9.59635
0.0934343,-0.189394,-0.835055,-0.830181,9.12819,9.6038
0.0984849,-0.189394,-0.839413,-0.834621,9.48618,9.6634
0.103535,-0.189394,-0.751988,-0.746839,9.6441,10.483
0.108586,-0.189394,-0.728765,-0.723571,9.97991,10.3116
0.113636,-0.189394,-0.670911,-0.665218,10.2909,11.0865
0.118687,-0.189394,-0.653292,-0.64747,10.5171,11.459
0.123737,-0.189394,-0.555923,-0.55033,10.1643,11.3249
0.128788,-0.189394,-0.523375,-0.518039,9.9721,10.6543
0.133838,-0.189394,-0.413617,-0.408277,9.67809,10.6096
0.138889,-0.189394,-0.367169,-0.362083,9.87272,10.2669
0.143939,-0.189394,-0.378325,-0.37314,10.0577,10.5351
0.14899,-0.189394,-0.341932,-0.336483,10.079,10.9822
0.15404,-0.189394,-0.271338,-0.266388,9.86043,10.1924
0.159091,-0.189394,-0.184915,-0.179961,9.58676,10.1477
0.164141,-0.189394,-0.18571,-0.180513,9.58022,10.2967
0.169192,-0.189394,-0.186946,-0.182033,9.62921,9.74536
0.174242,-0.189394,-0.165086,-0.160202,9.67667,9.86457
0.179293,-0.189394,-0.136623,-0.131696,9.31825,9.79006
0.184343,-0.189394,-0.104951,-0.100374,8.91605,9.10461
0.189394,-0.189394,-0.106707,-0.101745,9.08218,10.0881
0.194444,-0.189394,-0.101911,-0.0974685,8.95145,8.89599
0.199495,-0.189394,-0.0867702,-0.0824034,8.4532,8.80659
0.204545,-0.189394,-0.0474591,-0.0434369,7.66657,7.85291
0.209596,-0.189394,-0.028104,-0.0243187,7.20705,7.87526
0.214646,-0.189394,0.00188611,0.00546873,6.70466,7.21961
0.219697,-0.189394,-0.0106387,-0.00759959,6.16028,6.02752
0.224747,-0.189394,0.0368093,0.0391901,5.01301,4.87268
0.229798,-0.189394,0.0226952,0.0248104,4.32546,4.26918
0.234848,-0.189394,0.0204589,0.021942,3.08601,3.03239
0.239899,-0.189394,0.0197568,0.0205114,1.55982,1.58697
0.244949,-0.189394,0.0228915,0.0225976,0.170268,-0.536442
0.25,-0.189394,0.00297485,0.00178814,-1.6621,-2.16812
-0.25,-0.184343,-0.505248,-0.497721,12.2046,14.7894
-0.244949,-0.184343,-0.454348,-0.448905,9.26522,11.0716
-0.239899,-0.184343,-0.436886,-0.432931,6.46511,7.83801
-0.234848,-0.184343,-0.376048,-0.37276,5.33991,6.65337
-0.229798,-0.184343,-0.418449,-0.415631,4.71978,5.63264
-0.224747,-0.184343,-0.364415,-0.362005,3.87284,4.80935
-0.219697,-0.184343,-0.352863,-0.351101,2.87834,3.52412
-0.214646,-0.184343,-0.318919,-0.317391,2.56514,3.07336
-0.209596,-0.184343,-0.327036,-0.325981,1.54753,2.14204
-0.204545,-0.184343,-0.331553,-0.330631,1.23791,1.84402
-0.199495,-0.184343,-0.383528,-0.383552,-0.174958,0.00745058
-0.194444,-0.184343,-0.368115,-0.368424,-0.628582,-0.618398
-0.189394,-0.184343,-0.383873,-0.384398,-1.22735,-1.06916
-0.184343,-0.184343,-0.404741,-0.405572,-1.86386,-1.75834
-0.179293,-0.184343,-0.399595,-0.400465,-1.84817,-1.81794
